StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,prolific_id,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,comp_check_control,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,comp_check_inocul,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,text,chatGPT,politic
15/08/2024 6:12,15/08/2024 6:19,IP Address,216.249.82.153,100,413,TRUE,15/08/2024 6:19,R_1PBxAwEukslOBe8,,,,,39.0395,-87.0463,anonymous,EN,I consent to my participation in the study,663e3f9f91031227e8943a33,,,,,,30.273,120.552,121.391,11,This video was about accepting one another for our similarities rather than being a hater. ,14.036,208.259,268.042,6,"I do agree that it is her body. However, the baby growing inside of the females body has its own body. I do not agree with abortions unless its medically necessary. I believe that every single baby should have a chance at life. I believe that if the baby was conceived, then obviously the child would have a chance at life. Abortion to me, is murder. Just because someone gets pregnant and decides that they don't want the child, it is not ok to terminate the pregnancy. ",No,Independent
15/08/2024 6:10,15/08/2024 6:19,IP Address,174.170.78.8,100,545,TRUE,15/08/2024 6:19,R_7M4phBfQaiIgwZ6,,,,,29.8331,-95.7498,anonymous,EN,I consent to my participation in the study,668074940bb84263e75dce77,,,,,,91.913,91.913,141.237,1,"Encouraging people to focus on similarities and not on differences.
",21.924,321.942,362.497,20,"Please control your body responsibly.  If you choose to engage in sexual activity use birth control so you don't become unintentionally pregnant.  Better yet, practice abstinence if your are not ready to be a parent.  This goes for both men and women.  Once a human life is created, that person should be given a chance to live.  God has shared his power with us to create live.  It displeases Him when we misuse it.",No,Republican
15/08/2024 6:14,15/08/2024 6:26,IP Address,172.98.167.67,100,696,TRUE,15/08/2024 6:26,R_6kMtWpWmcELsqSv,,,,,35.115,-80.7061,anonymous,EN,I consent to my participation in the study,66b57f8458908be85ae95a75,9.037,161.041,161.558,13,The video is about  the president work with the congress,,,,,,27.838,454.849,486.754,22,"Your body belongs to you but you cannot choose to abort a baby. Every woman has every right to give birth no matter the circumstances. Life is precious and must be protected. Abortion in particular is a death or life process. It's either you succeed or one of you will lose your life. Abortion is a deadly thing to do. Abortion must be illegal because its involves in killing or dumping a human.
",No,Republican
15/08/2024 6:23,15/08/2024 6:30,IP Address,69.250.239.191,100,413,TRUE,15/08/2024 6:30,R_5SS7Z2DVLLcogkp,,,,,39.4442,-77.3393,anonymous,EN,I consent to my participation in the study,63ed3b557a9e75627c361ff1,4.101,4.101,92.137,1,Explanation of why nothing gets done in Congress,,,,,,1.753,267.61,274.62,6,"The chief argument behind ""my body my choice"" is that people can do whatever they want with their bodies.  However, this argument also assumes that the life inside the woman is part of a woman's body.  It's not.  This is a separate life, with its own unique set of DNA that is an intermixing between the woman's DNA and the man who impregnated her.  Yes, there are circumstances where an abortion makes sense.  Life of the mother.  Rape.  Incest.  Fetus will suffer if alive.  But not for ""my body my choice"".

This argument becomes hypocritical when the same people argue that folks must get vaccines to protect society from viruses.",No,Independent
15/08/2024 6:21,15/08/2024 6:31,IP Address,174.209.196.177,100,615,TRUE,15/08/2024 6:31,R_5spli2hfac7OTvL,,,,,33.852,-84.1152,anonymous,EN,I consent to my participation in the study,66ae099fd89040644e2b51bb,,,,,,47.907,127.921,172.619,9,Division in society leading to the breakdown of democracy,27.425,379.838,391.05,11,"Alright you have the right over your body but don't have the right over an innocent baby, you can not be allowed to go against the commandment of the lord, that shall not kill so you will be held accountable for every abortion you commit because its murder. Everyone who commits an abortion should be seen as a murder and population hijacker. Your mother gave birth to you for you to be a living thing so on what grounds do you have to say no you won;t give entry to another person to live in the world. Ask yourself why you were not killed but you want society to accept that since it your body you have the right to murder an innocent soul, why didn't you use protection if you knew you don't want anyone to come your way. Abortion should be ban and remain banned abd the ban must be enforced  

",No,Democrat
15/08/2024 6:27,15/08/2024 6:31,IP Address,98.111.222.117,100,256,TRUE,15/08/2024 6:31,R_1no5xkwqaM9w8oe,,,,,40.5457,-80.0508,anonymous,EN,I consent to my participation in the study,5f48e9e36d9c7b3b69c5ed4f,,,,,,82.199,82.199,130.835,1,"That there are people described as ""hate-pushers"" who try to get people to fight over controversial issues and that we should strive to rise above the hate-pushers' influence.",0.891,0.891,106.49,1,"Unfortunately it's not just your body, there's a living organism inside that should have a right to life. It's a complicated issue but everyone has their own unique lines. Is it still your choice at 9 months pregnant? Most people in America would say ""no"". So we need to work to have clearer lines about when it is and isn't acceptable to have an abortion. Can we work together to establish clearer communication instead of retreating to our sides?",No,Independent
15/08/2024 6:24,15/08/2024 6:32,IP Address,208.111.126.66,100,467,TRUE,15/08/2024 6:32,R_5tFNAzUIvDyubhE,,,,,31.8097,-86.6231,anonymous,EN,I consent to my participation in the study,6660024c8662f7b7ac5c6c8d,6.518,70.117,116.105,15,"It is all about a Congress, the meaning and duties",,,,,,21.543,200.032,281.289,14,"I think that people should be allowed to do what they want to do especially towards abortion but under regulation of government, they should make rules guiding abortion and nobody should in any way body shame people on the decision they take , it is theirs and anything that comes out of it should not be anybody's problem, live your life the way u want to ",No,Republican
15/08/2024 6:25,15/08/2024 6:32,IP Address,66.232.50.168,100,429,TRUE,15/08/2024 6:32,R_5dybVEQSGssMj2e,,,,,36.4192,-83.0048,anonymous,EN,I consent to my participation in the study,5c211b9c10677f0001da761e,,,,,,2.835,199.256,259.402,7,"It is patronizing to the average intelligent human. Is it a video aimed at children? The ""information"" in the video is just common sense.",1.697,96.517,143.066,2,This statement is selfish. It is your body but you have engaged in activity that caused you to become pregnant.  That was not the choice of the life now inside you.  So they don't have a say in what happens to their tiny bodies. There are ways to avoid being in the situation that you would feel the need to make the choice to abort an unborn child.  ,No,Independent
15/08/2024 6:13,15/08/2024 6:34,IP Address,107.180.164.38,100,1227,TRUE,15/08/2024 6:34,R_6QfXzHRzrxg3bsY,,,,,37.751,-97.822,anonymous,EN,I consent to my participation in the study,66a28e72784ba3afc6bcd364,351.231,622.498,635.842,2,congress and law making,,,,,,5.063,371.01,468.527,18,"i understand  and respect your perspective. The right to bodily autonomy and repoductive choice is a fundamental human right. in the united states, the legal framework established by Roe v. Wade recognizes a  woman's right to access safe and legal abortion. however, its crucical to acknowledge the ongoing effoerts to restrict or ban abortion access in various state. ",No,Republican
15/08/2024 6:18,15/08/2024 6:34,IP Address,24.11.107.183,100,970,TRUE,15/08/2024 6:34,R_3OTXIKKPkbZ75Ou,,,,,40.598,-111.9619,anonymous,EN,I consent to my participation in the study,6617c8b682fa25050b6a205a,,,,,,202.88,366.455,374.983,7,This video was describing how we have become more and more devided and willing to attack each other when we think and feel differently but we should instead focus on our similarities instead of our differences.,16.835,468.64,498.866,8,"I am totally against abortion except for rape, incest or health of the Mother. For all other reasons, I am pro life! The unborn baby has as much right to live as the mother who is carrying it! At a very young age, even at 15 weeks, the unborn baby can feel things, especially pain. If that baby is aborted it can feel every bit of the horrific pain that it would involve. NO ONE has the right to play God and decide who should live or die, including allowing anyone to take the life of an unborn baby. Too many women use abortion as a form of birth control instead of using self control when agreeing to sexual relations. Once a human embryo is created, that unborn baby needs to be protected at all cost! The decision to keep a baby needs to be made BEFORE you allow the option of becoming pregnant!",No,Republican
15/08/2024 6:30,15/08/2024 6:36,IP Address,75.168.77.188,100,390,TRUE,15/08/2024 6:36,R_3IKwE8DCQFIa5dO,,,,,44.9548,-93.1551,anonymous,EN,I consent to my participation in the study,5eb52896e034073a7b8aa981,97.278,97.278,117.148,1,It is an explanation for why it is difficult to make a bill into a law.,,,,,,11.278,246.187,253.401,2,"The 'my body, my choice' platitude would be applicable if you were talking about commiting suicide, but we're not. The body being mutilated belongs to another. A separate life is what we are talking about here. Who has the right to decide THAT particular life should be ended? Does any human being deserve such authority over another? No. It is too much like playing God. Such an act should be illegal in any civilized society.",No,Republican
15/08/2024 6:32,15/08/2024 6:41,IP Address,73.246.89.57,100,496,TRUE,15/08/2024 6:41,R_3IrRCH91y3Lpj8r,,,,,42.176,-87.809,anonymous,EN,I consent to my participation in the study,66514573b9a70d7b816ef18f,5.23,86.248,91.346,8,Congress,,,,,,26.873,211.851,369.319,4,"That's a selfish opinion. You created a baby and just because you don't want it doesn't mean you can kill it. Yes there are extenuating circumstances like rape and when the mother's life is in danger, but too many people use abortions as birth control. I agree that the gov't shouldn't have any right to mandate things you do to you body EXCEPT when it involves murdering an innocent life. THat is not ok. I don't know what else you want me to write. This paragraph doesn't need to be that long to express how I feel about this topic. I think I've explained myself well enough in just a few lines and I have nothing else to say about it. Abortion is wrong and I fully support making it illegal. I don't like that liberals are making this about choice and not a baby's life. Very selfish and ignorant.",No,Independent
15/08/2024 6:32,15/08/2024 6:43,IP Address,74.76.38.45,100,631,TRUE,15/08/2024 6:43,R_3r2PuWT6dHKvWAy,,,,,42.8697,-73.999,anonymous,EN,I consent to my participation in the study,665715669d91e685aca85512,,,,,,94.415,94.415,135.355,1,"Social media is being used to further divide people using various tactics, especially in political areas. I wonder why a British study is trying to influence US voters.",8.626,342.465,361.332,20,"Abortion is the willful murder of another human who's care is your responsibility. It is also inherently racist in the USA, as minority people are encouraged to abort at a higher rate than Caucasian, in spite of other solutions. There is no reason why other preventative forms of birth control cannot be used if people insist on being promiscuous. The decision to return the lawmaking to the states by the Supreme Court was the correct one. Federal and state tax monies should not be used to subsidize this industry (selling baby body parts for profit - freedom!). If you want to murder your child, you should have to pay full price that the ""doctors"" want for their ""services"" and not take my paycheck to pay for it.",No,Independent
15/08/2024 6:40,15/08/2024 6:44,IP Address,24.243.207.16,100,242,TRUE,15/08/2024 6:44,R_5rATeAV2bas86Pw,,,,,32.915,-96.6751,anonymous,EN,I consent to my participation in the study,5a127fc7c259f30001766641,5.383,6.719,91.116,2,explanation of what congress is,,,,,,4.251,15.587,120.079,4,"there was a major ruling called roe vs wade which allowed abortion legacy. after this ruling was overruled recently by the us supreme court, now states decide whether abortion is legal or not. in most states, abortion is illegal, which causes some women to travel to other states where abortion is still legal. my personal view is that abortion should not be legal, except in cases where there is rape/incest or a risk to the mother. abortion should only occur within the first few weeks as well",No,Democrat
15/08/2024 6:37,15/08/2024 6:44,IP Address,208.87.234.202,100,398,TRUE,15/08/2024 6:44,R_1CP1MMg3pWzxdgg,,,,,37.751,-97.822,anonymous,EN,I consent to my participation in the study,63a9a8f2f098b7e45bd03721,,,,,,6.005,133.884,135.216,4,"The video was about the polarization in society, and how people should focus on identifying our similarities rather than our differences.",10.74,73.683,225.832,4,"I appreciate how you feel about this issue. Hopefully you can be open to the possibility that there are people who believe that consideration needs to be given to the life of the unborn child as well. It is certainly a difficult and complex topic, but discussions need to be respectful of each other's positions and not mean or name calling in nature. In a perfect world, the issue would be simply about a woman being able to be in control of her own body, but there is more going on here, namely another life in the womb.",No,Independent
15/08/2024 6:31,15/08/2024 6:45,IP Address,165.166.150.178,100,839,TRUE,15/08/2024 6:45,R_6gqqHjKXJnCe6p8,,,,,32.797,-80.003,anonymous,EN,I consent to my participation in the study,664f416aab9a2b0829103ece,117.972,117.972,131.998,1,How Congress works and why.,,,,,,28.422,536.339,572.939,11,"I believe you should never take a life as this is immoral,  There are times when it is possible that to save the woman's life it would be necessary to terminate the pregnancy.  How ever in the case of rape, I believe the woman should take the pregnancy to term and it the baby is not wanted.  Just give it up to adoption.  In summary, it is my belief, that all life is precious and should always be cherished.  The laws should be made to this end.",No,Republican
15/08/2024 6:34,15/08/2024 6:45,IP Address,99.22.36.87,100,650,TRUE,15/08/2024 6:45,R_5jNX3CupfrwjuZb,,,,,34.8296,-86.7454,anonymous,EN,I consent to my participation in the study,666789c9536b03c1317fd5dc,22.493,293.548,294.302,13,It is all about the body that makes law congress,,,,,,43.997,286.842,288.351,11,"It is all about the right to give life or deny. The above text is trying to let us know that she has right to abortion and I also support the idea everyone should be allowed to take decisions of their body, the right to abortion should be allowed and granted but the government needs to regulate and monitor them to avoid excessiveness. So I support it .",No,Republican
15/08/2024 6:42,15/08/2024 6:45,IP Address,47.26.226.241,100,227,TRUE,15/08/2024 6:45,R_7QWX8kOLhvms5f0,,,,,41.929,-85.0027,anonymous,EN,I consent to my participation in the study,65f6d8993df9f5cc02ff0a38,1.655,101.274,105.428,3,House and Senate split hard to pass laws.,,,,,,18.877,100.527,107.421,2,If it is your body your choice then you should make the choice of allowing life. I understand there are certain circumstances where an apportion may be necessary. The majority of the time this is due to just bad decision making. I feel as if late term abortion should also not be legal. It is the killing of a baby that could live if it was born at that time. ,No,Republican
15/08/2024 6:34,15/08/2024 6:45,IP Address,71.91.174.36,100,665,TRUE,15/08/2024 6:45,R_5lcCKse5B85AWfn,,,,,32.8876,-97.2132,anonymous,EN,I consent to my participation in the study,66bcaed65bd344af8264c25f,,,,,,97.691,145.982,157.033,4,Political hate pushers manipulating us into focusing on our differences rather than our similarities and keeping us divided. ,15.837,337.277,469.745,9,"What about your baby's choice? Before you make a choice, please educate yourself about what happens from the beginning of conception throughout the end of your pregnancy. Life begins at the moment of conception. Please consider adoption and give your baby a chance, just like you were given a chance at life. How would you feel if you didn't get to experience this life. Why would you want to take that away from an innocent child who might have a great purpose in this world, who could make a difference and who would love you unconditionally. There are other choices. There are lots of resources and people out there willing to help.",No,Independent
15/08/2024 6:30,15/08/2024 6:46,IP Address,129.222.85.57,100,932,TRUE,15/08/2024 6:46,R_7TXeaGCP7Mt66mS,,,,,33.7485,-84.3871,anonymous,EN,I consent to my participation in the study,66ade326f60877cd8f0c274e,,,,,,2.683,470.457,562.659,15,"The video was about how there are forces out there that are trying to turn people against each other for our different views on in life for benefit of themselves and there views, but what we can do to fight this is to focus on each others similarities and love one another not for our differences but for our likeness. ",2.339,231.243,313.259,3,"Although I do agree that there is much you can do with your own body. I do not believe that a baby is your body. That is another human being growing, Yes the baby is growing inside of you as your body nurtures it (Like a mother would do by feeding her infant,toddler,child etc.) but to abort it is removing a  life/body that is not your own because it inconvenienced you. Our bodies were made to help create life and if you are not ready for a child then there are many ways you can prevent it.",No,Independent
